Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Polaris issue link),Inward issue link (Polaris issue link),Inward issue link (Polaris issue link),Inward issue link (Polaris issue link),Outward issue link (Polaris issue link),Custom field (AIS - Acceptance Criteria),Custom field (AND Theme),Custom field (ANDi Contact(s)),Custom field (ANDi Level),Custom field (ANDi Role & Level),Custom field (Ability to reproduce),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria ),Custom field (Acceptance Criteria ),Custom field (Acceptance crietera),Custom field (Ada End Date),Custom field (Affected services),Custom field (Assumptions ),Custom field (Baseline for primary metric),Custom field (Bid Documentation Link),Custom field (Bid Stage),Custom field (Billable),Custom field (Blocked reason),Custom field (Buddy),Custom field (Business Value),Custom field (Campus Start Date),Custom field (Category),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Club),Custom field (Club Vision),Custom field (Club Vision),Custom field (Comments),Custom field (Commercials),Custom field (Commericals),Custom field (Community),Custom field (Community),Custom field (Company size),Custom field (Confidence Level Score),Custom field (Content type),Custom field (Create wireframe),Custom field (Deadline),Custom field (Deadline),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Definition of Done (DOD)),Custom field (Definition of Done (DOD)),Custom field (Definition of Done (DOD)),Custom field (Definition of Ready),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Department),Custom field (Dependencies),Custom field (Dependencies),Custom field (Dependencies),Custom field (Dependent Story),Custom field (Design),Custom field (Designs),Custom field (Designs ready),Custom field (Desired result),Custom field (Desktop Design),Custom field (Development),Custom field (DoD),Custom field (DoD),Custom field (DoR),Custom field (DoR),Custom field (Due by date),Custom field (Due by date),Custom field (Effort),Custom field (Email),Custom field (End date),Custom field (Engagement End Date),Custom field (Engagement Start Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Time),Custom field (Estimation),Custom field (Exp. Primary KPI),Custom field (Experiment Name),Custom field (Experiment Name/Key),Custom field (Experiment Split),Custom field (GSDT: Contentful Information),Custom field (GSDT: User Story),Custom field (Gladys Lens - ANDi),Custom field (Gladys Lens - ANDi),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Club),Custom field (Gladys Lens - Club),Custom field (Gladys Lens - Commercials),Custom field (Gladys Lens - Commercials),Custom field (Goal impact),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Hiring department),Custom field (Hiring manager),Custom field (Hypothesis / Objective),Custom field (I would like to),Custom field (ILab Zone),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Impact),Custom field (Impact score),Custom field (Impact vs. effort),Custom field (Insights),Custom field (Insights impact),Custom field (Interview Date),Custom field (Issue color),Custom field (Job role),Custom field (KM - Controls + Support),Custom field (KM - How?),Custom field (KM - Inputs + Pre-conditions),Custom field (KM - Outputs + Post-conditions),Custom field (KM - Role - Accountabilities),Custom field (KM - Role - Experience),Custom field (KM - Role - Responsibilities),Custom field (KM - Role - Skills),Custom field (KM - Roles + Resources),Custom field (KM - What?),Custom field (KM - Why?),Custom field (KX - Description),Custom field (Last Worked on ),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning Goal),Custom field (Learnings & Challenges),Custom field (Link to figma),Custom field (Link to storyboard/supporting media),Custom field (Linked issues),Custom field (Links to Designs),Custom field (Location),Custom field (Locked forms),Custom field (Magic Story Points),Custom field (Mobile Design),Custom field (Murray Client),Custom field (Murray Client),Custom field (Murray Squad),Custom field (Murray Squad Lead),Custom field (Newton Client),Custom field (Newton Squad),Custom field (Next Engagement Start Date),Custom field (Number of unique visitors),Custom field (OKR Related to),Custom field (Open forms),Custom field (Opportunity value),Custom field (Persona),Custom field (Phone number),Custom field (Product Affected),Custom field (Product Value Score),Custom field (Product area),Custom field (Project Name),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project target),Custom field (Projected MDE),Custom field (Proposed ANDis),Custom field (Public description),Custom field (Publication date),Custom field (Questions ),Custom field (Rank),Custom field (Reference),Custom field (Release Version),Custom field (Release Version),Custom field (Release Version),Custom field (Release Version),Custom field (Request For Change),Custom field (Request For Change),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Required sample size),Custom field (Resolution),Custom field (Resolution),Custom field (Response Length),Custom field (RnD),Custom field (Roadmap),Custom field (Role Type),Custom field (Run time),Satisfaction rating,Custom field (Satisfaction date),Custom field (Score),Custom field (Session Date),Custom field (Short description),Custom field (So that),Custom field (Spec ready),Custom field (Sponsor),Custom field (Squad),Custom field (Squad),Custom field (Squad Lead),Custom field (Start date),Custom field (Start date),Custom field (Steps to Replicate),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Who),Custom field (Story point estimate),Custom field (Story point estimate),Custom field (Story point(s)),Custom field (Story points),Custom field (Structure),Custom field (Submitted forms),Custom field (Subproject),Custom field (Subproject),Custom field (Supporting Data),Custom field (T-Shirt Size),Custom field (T-Shirt Size),Custom field (T-Shirt Size),Custom field (T-shirt Size),Custom field (T-shirt Size Estimation),Custom field (TD Due By),Custom field (TShirt Size),Custom field (Target end),Custom field (Target start),Custom field (Task),Custom field (Task Type),Custom field (Tasks),Custom field (Team),Custom field (Team),Custom field (Tee-shirt sizing),Custom field (Template),Custom field (Test),Custom field (Theme),Custom field (Timebox),Custom field (Total forms),Custom field (Updates),Custom field (Upskilling),Custom field (Upskilling),Custom field (User Story),Custom field (Value),Custom field (Value to SH),Custom field (Vulnerability),Custom field (Website),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Parent,Parent summary,Status Category,Status Category Changed
Contentful Content Modeling,ARS-16,71848,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Juan Solano,633409fea84c7f79c38738eb,Juan Solano,633409fea84c7f79c38738eb,03/May/24 10:28 AM,03/May/24 10:28 AM,06/May/24 9:02 AM,,,0,,,Juan Solano,633409fea84c7f79c38738eb,,,,,,,,,,,,,ARS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j2:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,03/May/24 10:28 AM
Contentful Integration FE,ARS-15,71847,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Juan Solano,633409fea84c7f79c38738eb,Juan Solano,633409fea84c7f79c38738eb,03/May/24 10:26 AM,03/May/24 10:27 AM,06/May/24 9:02 AM,,,0,,,Juan Solano,633409fea84c7f79c38738eb,,,,,,,,,,,,,ARS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j7:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,03/May/24 10:26 AM
Set up Contentful Account,ARS-14,71845,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Juan Solano,633409fea84c7f79c38738eb,Juan Solano,633409fea84c7f79c38738eb,03/May/24 10:22 AM,03/May/24 10:26 AM,06/May/24 9:02 AM,,,0,,,Juan Solano,633409fea84c7f79c38738eb,,,,,,,,,,,,,ARS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j5:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,03/May/24 10:22 AM
Activation of the process of generating and sending the email,ARS-13,71843,Subtask,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,03/May/24 8:45 AM,03/May/24 8:45 AM,03/May/24 9:15 AM,,,0,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044lo:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71834,Email with Results as a pdf,To Do,03/May/24 8:45 AM
Send email to customer with the PDF as attachment,ARS-12,71842,Subtask,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,03/May/24 8:45 AM,03/May/24 8:45 AM,06/May/24 9:02 AM,,,0,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044lg:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71834,Email with Results as a pdf,To Do,03/May/24 8:45 AM
Generate the PDF with the report for a single survey response,ARS-11,71841,Subtask,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,03/May/24 8:45 AM,03/May/24 8:45 AM,03/May/24 8:46 AM,,,0,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044l8:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71834,Email with Results as a pdf,To Do,03/May/24 8:45 AM
Customised Survey Landing Page URL,ARS-10,71839,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 5:16 PM,02/May/24 5:20 PM,06/May/24 9:02 AM,,,0,"By incorporating the company name into the Survey Landing Page URL, we enhance the perceived credibility of the survey among customers. This customisation reinforces the association between the survey and the company's brand, fostering trust and recognition. Furthermore, it enables easy embedding of the survey landing page within the company website, streamlining access for customers and promoting engagement.",,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j6:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*prospect client that just received a push email to answer the survey

*I want…*the Survey Landing Page URL to include the company name

*So that…*it enhances credibility and can be seamlessly embedded within our company website for future use.
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Integration of the customised URL into the survey landing page interface. - and.digital
# Implementation of redirects or routing to ensure seamless navigation to the customised URL.



*Out of scope:*


{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I am accessing the AI Readiness Survey Landing Page,
*When* I view the URL in the browser address bar,
*Then* I should see a customised URL that includes the company name.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 5:16 PM
Results Page - Personalised High-Level Roadmap component,ARS-9,71838,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 5:06 PM,02/May/24 5:13 PM,06/May/24 9:02 AM,,,0,"The Personalised Roadmap component provides customers with tailored recommendations and next steps based on their survey responses. It adds value to the Results page by offering customers practical guidance and actionable insights derived from their survey responses. By providing personalised recommendations, it empowers customers to take informed actions to enhance their organisation's AI readiness capabilities.",,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044ka:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user that just completed the survey

*I want…*to see on the results page a personalised roadmap based on my survey responses

*So that…*I can understand the specific actions I need to take to improve my organisation's AI readiness.
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Development of the Personalised Roadmap component to generate tailored recommendations based on survey responses. - content of the roadmap is provided per dimension and per stage
# Integration of the feature into the Results page interface.
# Design of the feature to provide clear and actionable next steps for customers to improve AI readiness.

According to designs attached.

*Out of scope:*

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I am on the Results page,
*When* I see the personalised roadmap,
*Then* I should see clear and actionable recommendations tailored to address identified strengths and areas for improvement in my organisation's AI readiness.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 5:06 PM
Results Page - Scoring Graphic Component,ARS-8,71837,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 4:59 PM,02/May/24 5:09 PM,06/May/24 9:02 AM,,,0,"The Scoring Graphic Component is a visual representation of the customer's survey scoring displayed on the Results page. It enhances the user experience by presenting survey results in a visually appealing format, making it easier for customers to interpret and analyse their performance. By providing a clear visual representation, it helps customers identify areas of strength and areas for improvement in their AI readiness journey.",,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044k8:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user that just completed the survey

*I want…*to view my survey scoring in a graphic format on the Results page

*So that…*I can visually understand my performance across different dimensions of AI readiness
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Development of the Scoring Graphic Component to visually represent survey scoring - based on the results of the survey
# Integration of the component into the Results page interface.
# Design of the component to accurately reflect survey results across different dimensions of AI readiness.

According to the design attached.

*Out of scope:*

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I am on the Results page,
*When* I view the scoring graphic component,
*Then* I should see an accurate representation of my performance across different dimensions of AI readiness.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 4:59 PM
CP Personalised roadmap for follow up conversations,ARS-7,71836,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 4:56 PM,02/May/24 4:56 PM,06/May/24 9:02 AM,,,0,,,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044ks:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 4:56 PM
CP Dashboard,ARS-6,71835,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 4:56 PM,02/May/24 4:56 PM,06/May/24 9:02 AM,,,0,,,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044kk:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 4:56 PM
Email with Results as a pdf,ARS-5,71834,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 4:46 PM,02/May/24 4:55 PM,06/May/24 8:55 AM,,,0,"The Email with Results Page as PDF enables customers to receive their survey results, including scoring and personalised roadmap, directly in their email inbox as a PDF attachment. This allows customers to access and review their results offline and easily share them with relevant stakeholders within their company.",,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044kc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user that just completed the AI readiness survey

*I want…*to receive the Results Page in a PDF format via email

*So that…*I can easily review my survey scoring and personalised roadmap offline and share it within my company.
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Integration with external email service providers for email delivery - hubspot
# Development of functionality to generate a PDF document.
# Inclusion of survey scoring and personalised roadmap information in the PDF document.

According to pdf template attached.



*Out of scope:*

* Customisation options for the content or layout of the PDF document
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I have completed the AI Readiness Survey,
*When* I click the ""See Results"" button on the final section of the survey,
*Then* I should receive an email containing the Results Page in PDF format as an attachment.

*Given* I open the email containing the Results Page PDF attachment,
*When* I view the PDF document,
*Then* I should see my survey scoring and personalised roadmap information presented accurately and clearly.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 4:46 PM
Survey Results Page,ARS-4,71832,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,02/May/24 4:16 PM,02/May/24 5:07 PM,06/May/24 9:02 AM,,,0,"The Results page serves as the culmination of the AI Readiness Survey experience, offering customers actionable insights and support to guide their AI adoption journey. By providing visual representations of survey results, along with personalized recommendations and easy access to customer support, we aim to empower customers with the knowledge and resources needed for successful AI implementation.",,Inês Abreu,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044jw:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user that just completed the survey

*I want…*to see my instant results in a final page

*So that…*I can view my scoring in a graphic format, receive a high-level roadmap, and easily contact AND for next steps
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Development of the Results page that includes a thank you message (content to be provided)
# Display survey scoring in a graphic format (personalised graphic developed [ARS-8|https://anddigitaltransformation.atlassian.net/browse/ARS-8])
# Integration of a high-level roadmap based on survey responses. (personalised content developed on [ARS-9|https://anddigitaltransformation.atlassian.net/browse/ARS-9])
# Inclusion of a button on the Results page to facilitate easy contact with the client partnership team. (content to be provided)

According to the designs attached.



*Out of scope:*

* Detailed analysis or breakdown of survey responses beyond high-level scoring
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I am on the Results page,
*When* I view the page,
*Then* I should see a thank you message

*And* my survey scoring displayed in a graphic format

*And* a high level roadmap according to designs.

*And* a button or info to initiate contact with the client partnerships team for further next steps.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,02/May/24 4:16 PM
