Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Polaris datapoint issue link),Inward issue link (Polaris datapoint issue link),Inward issue link (Polaris datapoint issue link),Outward issue link (Polaris datapoint issue link),Outward issue link (Polaris datapoint issue link),Inward issue link (Polaris issue link),Inward issue link (Polaris issue link),Inward issue link (Polaris issue link),Inward issue link (Polaris issue link),Outward issue link (Polaris issue link),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (AIS - Acceptance Criteria),Custom field (AND Theme),Custom field (ANDi Contact(s)),Custom field (ANDi Level),Custom field (ANDi Role & Level),Custom field (Ability to reproduce),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria),Custom field (Acceptance Criteria ),Custom field (Acceptance Criteria ),Custom field (Acceptance crietera),Custom field (Ada End Date),Custom field (Affected services),Custom field (Assumptions ),Custom field (Baseline for primary metric),Custom field (Bid Documentation Link),Custom field (Bid Stage),Custom field (Billable),Custom field (Blocked reason),Custom field (Buddy),Custom field (Business Value),Custom field (Campus Start Date),Custom field (Category),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Club),Custom field (Club Vision),Custom field (Club Vision),Custom field (Comments),Custom field (Commercials),Custom field (Commericals),Custom field (Community),Custom field (Community),Custom field (Company size),Custom field (Confidence Level Score),Custom field (Content type),Custom field (Create wireframe),Custom field (Deadline),Custom field (Deadline),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Definition of Done (DOD)),Custom field (Definition of Done (DOD)),Custom field (Definition of Done (DOD)),Custom field (Definition of Ready),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Department),Custom field (Dependencies),Custom field (Dependencies),Custom field (Dependencies),Custom field (Dependent Story),Custom field (Design),Custom field (Designs),Custom field (Designs ready),Custom field (Desired result),Custom field (Desktop Design),Custom field (Development),Custom field (DoD),Custom field (DoD),Custom field (DoR),Custom field (DoR),Custom field (Due by date),Custom field (Due by date),Custom field (Effort),Custom field (Email),Custom field (End date),Custom field (Engagement End Date),Custom field (Engagement Start Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Time),Custom field (Estimation),Custom field (Exp. Primary KPI),Custom field (Experiment Name),Custom field (Experiment Name/Key),Custom field (Experiment Split),Custom field (GSDT: Contentful Information),Custom field (GSDT: User Story),Custom field (Gladys Lens - ANDi),Custom field (Gladys Lens - ANDi),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Client),Custom field (Gladys Lens - Club),Custom field (Gladys Lens - Club),Custom field (Gladys Lens - Commercials),Custom field (Gladys Lens - Commercials),Custom field (Goal impact),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Guild),Custom field (Hiring department),Custom field (Hiring manager),Custom field (Hypothesis / Objective),Custom field (I would like to),Custom field (ILab Zone),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Impact),Custom field (Impact score),Custom field (Impact vs. effort),Custom field (Insights),Custom field (Insights impact),Custom field (Interview Date),Custom field (Issue color),Custom field (Job role),Custom field (KM - Controls + Support),Custom field (KM - How?),Custom field (KM - Inputs + Pre-conditions),Custom field (KM - Outputs + Post-conditions),Custom field (KM - Role - Accountabilities),Custom field (KM - Role - Experience),Custom field (KM - Role - Responsibilities),Custom field (KM - Role - Skills),Custom field (KM - Roles + Resources),Custom field (KM - What?),Custom field (KM - Why?),Custom field (KX - Description),Custom field (Last Worked on ),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning & Challenges),Custom field (Learning Goal),Custom field (Learnings & Challenges),Custom field (Link to figma),Custom field (Link to storyboard/supporting media),Custom field (Linked issues),Custom field (Links to Designs),Custom field (Location),Custom field (Locked forms),Custom field (Magic Story Points),Custom field (Mobile Design),Custom field (Murray Client),Custom field (Murray Client),Custom field (Murray Squad),Custom field (Murray Squad Lead),Custom field (Newton Client),Custom field (Newton Squad),Custom field (Next Engagement Start Date),Custom field (Number of unique visitors),Custom field (OKR Related to),Custom field (Open forms),Custom field (Opportunity value),Custom field (Persona),Custom field (Phone number),Custom field (Product Affected),Custom field (Product Value Score),Custom field (Product area),Custom field (Project Name),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project target),Custom field (Projected MDE),Custom field (Proposed ANDis),Custom field (Public description),Custom field (Publication date),Custom field (Questions ),Custom field (Rank),Custom field (Reference),Custom field (Release Version),Custom field (Release Version),Custom field (Release Version),Custom field (Release Version),Custom field (Request For Change),Custom field (Request For Change),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Required sample size),Custom field (Resolution),Custom field (Resolution),Custom field (Response Length),Custom field (RnD),Custom field (Roadmap),Custom field (Role Type),Custom field (Run time),Satisfaction rating,Custom field (Satisfaction date),Custom field (Score),Custom field (Session Date),Custom field (Short description),Custom field (So that),Custom field (Spec ready),Custom field (Sponsor),Sprint,Custom field (Squad),Custom field (Squad),Custom field (Squad Lead),Custom field (Start date),Custom field (Start date),Custom field (Steps to Replicate),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Who),Custom field (Story point estimate),Custom field (Story point estimate),Custom field (Story point(s)),Custom field (Story points),Custom field (Structure),Custom field (Submitted forms),Custom field (Subproject),Custom field (Subproject),Custom field (Supporting Data),Custom field (T-Shirt Size),Custom field (T-Shirt Size),Custom field (T-Shirt Size),Custom field (T-shirt Size),Custom field (T-shirt Size Estimation),Custom field (TD Due By),Custom field (TShirt Size),Custom field (Target end),Custom field (Target start),Custom field (Task),Custom field (Task Type),Custom field (Tasks),Custom field (Team),Custom field (Team),Custom field (Tee-shirt sizing),Custom field (Template),Custom field (Test),Custom field (Theme),Custom field (Timebox),Custom field (Total forms),Custom field (Updates),Custom field (Upskilling),Custom field (Upskilling),Custom field (User Story),Custom field (Value),Custom field (Value to SH),Custom field (Vulnerability),Custom field (Website),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Create Eslint modules,ARS-37,71938,Story,Done,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,Done,Juan Solano,633409fea84c7f79c38738eb,Juan Solano,633409fea84c7f79c38738eb,Juan Solano,633409fea84c7f79c38738eb,06/May/24 4:04 PM,07/May/24 2:45 PM,08/May/24 12:54 PM,07/May/24 1:31 PM,,0,,,Juan Solano,,633409fea84c7f79c38738eb,,,,,,,,,,,,,,,,,,,,,,,,ARS-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j0:i,,,,,,,,,,,,,,,,,,,,,,,,,,,ARS Sprint 1,,,,,,,,,,,,3.0,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13260_*:*_1_*:*_74683437_*|*_13261_*:*_1_*:*_0_*|*_13262_*:*_1_*:*_2401253_*|*_13259_*:*_1_*:*_111451,,07/May/24 12:51 PM;633409fea84c7f79c38738eb;[~accountid:6294f4fd1a2bdf0070942111] This ticket is ready for review 🙂 ,,,,Done,07/May/24 1:31 PM
Landing Page - Input fields Component,ARS-36,71937,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,06/May/24 3:54 PM,06/May/24 4:05 PM,08/May/24 12:54 PM,,,0,"Implementing input fields for user data entry is essential for collecting relevant information from survey participants. By including fields we gather valuable data for analysis and engagement purposes, ultimately enhancing the effectiveness of the survey.",,Inês Abreu,,6177c07cf6da6a006af93d7b,,,,,,,,,,,,ARS-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j4:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*possible prospect client

*I want…*to be able to enter my data into input fields on the AI Readiness Survey Landing Page,

*So that…*I can provide the necessary information for survey participation
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Implementation of input fields for users to enter their data, all fields are required:
#* First name
#* Last name
#* Job title
#* Email address - validate email
#* Company name
#* Sector - dropdown (list to be given)
#* Size - dropdown (list to be given)
# Validation of email address input to ensure format compliance.
# Provision of dropdown menus for sector and size inputs, with predefined lists provided for selection.



*Out of scope:*

* Advanced data validation beyond email address format checking.
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I access the AI Readiness Survey Landing Page, *When* I view the data entry section, *Then* I should see input fields for first name, last name, job title, email address, company name, sector, and size.

*Given* I enter my email address into the designated field, *When* I submit the form, *Then* I should receive an error message if the email address format is invalid.

*Given* I select a value from the dropdown menu, *When* I submit the form, *Then* I should see the selected value included in the submitted data.

*Given* I submit the form without entering all required fields, *When* I attempt to proceed, *Then* I should receive error messages prompting me to complete all required fields.

*Given* I enter valid data into all required fields, *When* I submit the form, *Then* I should see a confirmation message indicating successful submission of my data.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,06/May/24 3:54 PM
All Survey Pages - Responsive Design,ARS-35,71936,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,06/May/24 3:46 PM,06/May/24 3:54 PM,08/May/24 12:54 PM,,,0,"The Ensure Responsive Design for Survey Pages feature ensures that all AI Readiness Survey pages, including the landing page, questions page, and results page, are optimized for responsiveness across different devices. This involves adapting the layout, content, and functionality to provide a consistent and user-friendly experience on devices of various screen sizes and resolutions.

By ensuring compatibility with devices such as iPads and mobile phones, we improve user engagement and satisfaction, ultimately contributing to the success of the AI Readiness Survey initiative.",,Inês Abreu,,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,ARS-1,ARS-2,ARS-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j3:v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user of the survey

*I want…*the Survey pages (landing, questions, and results) to be responsive and compatible with various devices 

*So that…*I can access and complete the survey seamlessly on any device
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Implementation of responsive design principles to adapt the layout and content of survey pages for optimal display on devices of varying screen sizes.
# Adjustment of page elements, such as text, images, and buttons, to maintain readability and usability across different devices.
# Testing of survey pages on different devices and screen resolutions to ensure consistent performance and functionality.
# Incorporation of navigation enhancements, such as touch-friendly controls and menu adjustments, for improved usability on mobile devices.



*Out of scope:*

* Redesigning the entire survey interface or making significant changes to the page layouts beyond responsiveness.
* Customization options specific to individual device types
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I access the Survey pages on an iPad or mobile phone, 

*When* I view the landing page, questions page, and results page, 

*Then* I should observe that the layout and content adapt smoothly to the device screen size without distortion or overlap.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,06/May/24 3:46 PM
All Survey Pages - Create Theme,ARS-34,71935,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,06/May/24 3:28 PM,06/May/24 3:54 PM,08/May/24 12:54 PM,,,0,"Aligning the survey pages with our company's design system reinforces our brand identity and creates a seamless user experience. By adhering to established design guidelines, we enhance user trust, recognition, and engagement with the AI Readiness Survey, ultimately contributing to the success of our initiative.",,Inês Abreu,,6177c07cf6da6a006af93d7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j3:r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user of the survey

*I want…*the AI Readiness Survey Pages to adhere to AND's design system

*So that…*I experience visual consistency and alignment with our brand identity throughout the surve
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Application of the company's color scheme, including primary, secondary, and accent colors, to the landing page interface.
# Implementation of typography guidelines, specifying font families, weights, and sizes for text elements throughout the page.
# Adherence to layout principles, such as spacing, grid systems, and element proportions, to ensure visual consistency and hierarchy.
# Integration of other visual elements, such as icons, imagery, and buttons, following the company's design system guidelines.



*Out of scope:*

* Creation of a new design system
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I access the AI Readiness Survey Pages, 

*When* I view the page interface, 

*Then* I should see the company's design system applied consistently throughout the page elements.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,06/May/24 3:28 PM
Questions Page - Save Survey Progress,ARS-33,71934,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,Inês Abreu,6177c07cf6da6a006af93d7b,Inês Abreu,6177c07cf6da6a006af93d7b,06/May/24 3:18 PM,06/May/24 3:46 PM,08/May/24 12:54 PM,,,0,"Offering the ability to save the survey progress addresses the needs of customers who may not have the time to complete the survey in one sitting. By allowing customers to pick up where they left off, we enhance usability and reduce frustration, ultimately increasing survey completion rates and data accuracy.",,Inês Abreu,,6177c07cf6da6a006af93d7b,,,,,,,,,,,,ARS-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044jc:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*user that started the survey

*I want…*to be able to quit the survey in the middle and resume where I left off later

*So that…*I can complete the survey at my own pace without losing my progress or entered information
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

*In scope:*

# Implementation of a mechanism for customers to pause the survey and resume at a later time.
# Storage of survey progress data in a persistent and retrievable format, such as database storage or local browser storage.



*Out of scope:*

* Integration of a ""Save"" button or feature within the survey interface
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

*Given* I decide to pause the survey and exit the page,
*When* I return to the survey at a later time,
*Then* I should see my previously entered information and progress retained.
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*
{panel}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,06/May/24 3:18 PM
Infrastructure,ARS-32,71911,Epic,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:47 AM,08/May/24 9:04 AM,08/May/24 9:04 AM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,ghx-label-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044ys:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,06/May/24 9:47 AM
Front End for Survey,ARS-31,71910,Epic,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:47 AM,06/May/24 9:47 AM,06/May/24 9:49 AM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044yk:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,06/May/24 9:47 AM
FE Repository,ARS-30,71909,Subtask,IN REVIEW (pls tag reviewer),ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:12 AM,06/May/24 12:46 PM,06/May/24 9:44 AM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044yc:,,,,,,,,,,,,,,,,,,,,,,,,,,,ARS Sprint 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71897,Create Repository,In Progress,06/May/24 12:46 PM
CICD Pipeline for BE,ARS-29,71908,Subtask,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:11 AM,06/May/24 9:11 AM,06/May/24 9:11 AM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044y4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71906,Design the CICD Pipeline,To Do,06/May/24 9:11 AM
CICD Pipeline for FE,ARS-28,71907,Subtask,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:11 AM,06/May/24 4:42 PM,06/May/24 4:42 PM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,ARS-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044xw:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71906,Design the CICD Pipeline,To Do,06/May/24 9:11 AM
Design the CICD Pipeline,ARS-27,71906,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:10 AM,06/May/24 4:05 PM,06/May/24 9:10 AM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j5:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{panel:bgColor=#e3fcef}
*GOAL*

*As a…*

*I want…*

*So that…*
{panel}

{panel:bgColor=#eae6ff}
*SCOPE*

In scope:

* 

Out of scope:

* 
{panel}

{panel:bgColor=#deebff}
*ACCEPTANCE CRITERIA*

+*Scenario 1*+

*Given…*

*When…*

*Then…*
{panel}

{panel:bgColor=#fffae6}
*TECH CONSIDERATIONS*

* 
{panel}

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71911,Infrastructure,To Do,06/May/24 9:10 AM
Implement APIs,ARS-26,71905,Story,To Do,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,,,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:02 AM,06/May/24 9:20 AM,06/May/24 9:20 AM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044xg:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71899,Back End for Survey,To Do,06/May/24 9:02 AM
Design APIs,ARS-25,71904,Story,In Progress,ARS,AI Readiness survey,software,Inês Abreu,6177c07cf6da6a006af93d7b,,Medium,,Nneka Tielman,6294f4fd1a2bdf0070942111,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,PAOLO BRUNASTI,6347d09a5efe6ce125d88f6f,06/May/24 9:02 AM,06/May/24 3:30 PM,06/May/24 2:57 PM,,,0,,,PAOLO BRUNASTI,,6347d09a5efe6ce125d88f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i044j3:d,,,,,,,,,,,,,,,,,,,,,,,,,,,ARS Sprint 1,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71899,Back End for Survey,In Progress,06/May/24 3:30 PM
